time_myr,space,bin,bin_spread,bin_count
17.5,H-R,5,0.14122605766345786,164
17.5,H-R,6,0.09596211929624499,92
17.5,F070W-F200W,1,0.5929218749999983,258
17.5,F070W-F200W,2,0.5409666666666659,243
17.5,F070W-F200W,3,0.485206349206349,255
17.5,F070W-F200W,4,0.40672000000000175,202
17.5,F070W-F200W,5,0.4003015873015876,254
17.5,F070W-F200W,6,0.3819999999999997,184
17.5,F182M-F200W,1,0.29604999999999926,83
17.5,F182M-F200W,2,0.2299166666666661,98
17.5,F182M-F200W,3,0.24709677419354925,125
17.5,F182M-F200W,4,0.32310638297871996,189
17.5,F182M-F200W,5,0.41232203389830424,237
17.5,F182M-F200W,6,0.4455781250000008,259
18.0,H-R,1,0.20989466714582194,360
18.0,H-R,2,0.17292164812574629,291
18.0,H-R,3,0.1868164028544077,243
18.0,H-R,4,0.16299319119649724,221
18.0,H-R,5,0.14042258260687324,167
18.0,H-R,6,0.09709945050566682,94
18.0,F070W-F200W,1,0.829439393939392,267
18.0,F070W-F200W,2,0.520423728813558,239
18.0,F070W-F200W,3,0.4911093750000006,259
18.0,F070W-F200W,4,0.3874255319148894,190
18.0,F070W-F200W,5,0.38819047619048064,252
18.0,F070W-F200W,6,0.37322222222222656,183
18.0,F182M-F200W,1,0.2863809523809522,85
18.0,F182M-F200W,2,0.22545833333333398,96
18.0,F182M-F200W,3,0.24286666666666257,122
18.0,F182M-F200W,4,0.3334791666666632,195
18.0,F182M-F200W,5,0.415966101694913,239
18.0,F182M-F200W,6,0.4419687500000009,258
18.5,H-R,1,0.20766842205711633,357
18.5,H-R,2,0.17061912213826957,290
18.5,H-R,3,0.18681630149930695,242
18.5,H-R,4,0.16526598184920505,221
18.5,H-R,5,0.13955402304419318,171
18.5,H-R,6,0.09528528558331728,95
18.5,F070W-F200W,1,0.5907121212121229,267
18.5,F070W-F200W,2,0.4959137931034494,235
18.5,F070W-F200W,3,0.4835384615384637,263
18.5,F070W-F200W,4,0.3673111111111105,183
18.5,F070W-F200W,5,0.3726229508196681,247
18.5,F070W-F200W,6,0.35993333333333943,182
18.5,F182M-F200W,1,0.2804000000000002,83
18.5,F182M-F200W,2,0.22199999999999598,98
18.5,F182M-F200W,3,0.23386206896551798,116
18.5,F182M-F200W,4,0.35172000000000025,202
18.5,F182M-F200W,5,0.4031403508771927,231
18.5,F182M-F200W,6,0.4344461538461548,260
19.0,H-R,1,0.20512644551850334,356
19.0,H-R,2,0.1694406085241218,290
19.0,H-R,3,0.18343372869305297,241
19.0,H-R,4,0.16406584439891114,221
19.0,H-R,5,0.13708965440844256,174
19.0,H-R,6,0.09253339102035296,95
19.0,F070W-F200W,1,0.5824769230769231,263
19.0,F070W-F200W,2,0.48198275862069195,235
19.0,F070W-F200W,3,0.4738461538461536,261
19.0,F070W-F200W,4,0.3601304347826062,185
19.0,F070W-F200W,5,0.3641451612903239,248
19.0,F070W-F200W,6,0.3413409090909063,177
19.0,F182M-F200W,1,0.2723157894736836,77
19.0,F182M-F200W,2,0.24179166666666596,98
19.0,F182M-F200W,3,0.2508709677419372,124
19.0,F182M-F200W,4,0.3343265306122447,196
19.0,F182M-F200W,5,0.4053500000000039,243
19.0,F182M-F200W,6,0.40739682539682676,252
19.5,H-R,1,0.20484525862810332,355
19.5,H-R,2,0.16919685724992295,290
19.5,H-R,3,0.18042292569420804,237
19.5,H-R,4,0.16244820826120865,222
19.5,H-R,5,0.1326794139415417,177
19.5,H-R,6,0.08981350175204872,95
19.5,F070W-F200W,1,0.556153846153844,261
19.5,F070W-F200W,2,0.46313559322033626,237
19.5,F070W-F200W,3,0.4546666666666681,252
19.5,F070W-F200W,4,0.34860869565217634,185
19.5,F070W-F200W,5,0.35740322580645234,250
19.5,F070W-F200W,6,0.3242790697674387,173
19.5,F182M-F200W,1,0.27704999999999735,80
19.5,F182M-F200W,2,0.21763636363636785,90
19.5,F182M-F200W,3,0.251437499999998,128
19.5,F182M-F200W,4,0.33793877551020834,198
19.5,F182M-F200W,5,0.4061166666666658,240
19.5,F182M-F200W,6,0.4109354838709667,250
20.0,H-R,1,0.2010155192151184,336
20.0,H-R,2,0.16678093160141172,286
20.0,H-R,3,0.17644145708140413,220
20.0,H-R,4,0.15769205699583067,216
20.0,H-R,5,0.13057842693121824,175
20.0,H-R,6,0.08525916467885919,89
20.0,F070W-F200W,1,0.5306949152542373,239
20.0,F070W-F200W,2,0.44849999999999923,232
20.0,F070W-F200W,3,0.428449999999998,240
20.0,F070W-F200W,4,0.3379545454545507,179
20.0,F070W-F200W,5,0.34699999999999953,238
20.0,F070W-F200W,6,0.3083658536585361,165
20.0,F182M-F200W,1,0.2747777777777767,75
20.0,F182M-F200W,2,0.2324285714285672,87
20.0,F182M-F200W,3,0.24953333333333383,123
20.0,F182M-F200W,4,0.33183333333333387,195
20.0,F182M-F200W,5,0.39389285714285727,227
20.0,F182M-F200W,6,0.4148644067796603,237
