density,epsilon_ff,seed,time_myr,space,bin,bin_spread,bin_count
0.1,0.1,00,6.5,F070W-F200W,1,0.42557894736841817,155
0.1,0.1,00,6.5,F070W-F200W,2,0.47732075471697755,214
0.1,0.1,00,6.5,F070W-F200W,3,0.47733333333333405,240
0.1,0.1,00,6.5,F070W-F200W,4,0.5855873015872994,254
0.1,0.1,00,6.5,F070W-F200W,5,0.43594230769230613,209
0.1,0.1,00,6.5,F070W-F200W,6,0.6133333333333315,240
0.1,0.1,00,7.0,H-R,1,0.2065476820458052,364
0.1,0.1,00,7.0,H-R,2,0.16908459243478613,270
0.1,0.1,00,7.0,H-R,3,0.1614143494605602,197
0.1,0.1,00,7.0,H-R,4,0.13488618491497717,161
0.1,0.1,00,7.0,H-R,5,0.124019351586378,110
0.1,0.1,00,7.0,H-R,6,0.10850154903372622,66
0.1,0.1,00,7.0,F070W-F200W,1,0.40604761904761943,168
0.1,0.1,00,7.0,F070W-F200W,2,0.4556603773584893,213
0.1,0.1,00,7.0,F070W-F200W,3,0.453380952380952,254
0.1,0.1,00,7.0,F070W-F200W,4,0.5209516129032252,250
0.1,0.1,00,7.0,F070W-F200W,5,0.4185535714285713,226
0.1,0.1,00,7.0,F070W-F200W,6,0.5562105263157875,229
0.1,0.1,00,7.5,H-R,1,0.20304837994351232,377
0.1,0.1,00,7.5,H-R,2,0.1677620168264835,274
0.1,0.1,00,7.5,H-R,3,0.1596397359287529,200
0.1,0.1,00,7.5,H-R,4,0.13416858528103126,165
0.1,0.1,00,7.5,H-R,5,0.12029886844750248,111
0.1,0.1,00,7.5,H-R,6,0.09389983184022477,64
0.1,0.1,00,7.5,F070W-F200W,1,0.40759999999999685,181
0.1,0.1,00,7.5,F070W-F200W,2,0.4482830188679223,212
0.1,0.1,00,7.5,F070W-F200W,3,0.43667692307692363,262
0.1,0.1,00,7.5,F070W-F200W,4,0.48883076923076807,260
0.1,0.1,00,7.5,F070W-F200W,5,0.39763157894737056,230
0.1,0.1,00,7.5,F070W-F200W,6,0.5084528301886735,213
0.1,0.1,00,8.0,H-R,1,0.1948318084483034,380
0.1,0.1,00,8.0,H-R,2,0.16268486850392683,279
0.1,0.1,00,8.0,H-R,3,0.15966271434768453,205
0.1,0.1,00,8.0,H-R,4,0.13124362959608638,169
0.1,0.1,00,8.0,H-R,5,0.1100177200286272,113
0.1,0.1,00,8.0,H-R,6,0.07850776166013795,59
0.1,0.1,00,8.0,F070W-F200W,1,0.4004130434782631,186
0.1,0.1,00,8.0,F070W-F200W,2,0.4551666666666687,218
0.1,0.1,00,8.0,F070W-F200W,3,0.4241406249999997,259
0.1,0.1,00,8.0,F070W-F200W,4,0.4610757575757578,265
0.1,0.1,00,8.0,F070W-F200W,5,0.3634000000000004,240
0.1,0.1,00,8.0,F070W-F200W,6,0.44297916666666737,195
0.1,0.1,00,8.5,H-R,1,0.18898086544774895,387
0.1,0.1,00,8.5,H-R,2,0.1584334843279278,282
0.1,0.1,00,8.5,H-R,3,0.1563654168462265,209
0.1,0.1,00,8.5,H-R,4,0.12747073174432377,168
0.1,0.1,00,8.5,H-R,5,0.10704890515836729,114
0.1,0.1,00,8.5,H-R,6,0.0759803979018917,61
0.1,0.1,00,8.5,F070W-F200W,1,0.39242553191489016,190
0.1,0.1,00,8.5,F070W-F200W,2,0.4546964285714292,225
0.1,0.1,00,8.5,F070W-F200W,3,0.43048484848485025,267
0.1,0.1,00,8.5,F070W-F200W,4,0.44728571428571584,255
0.1,0.1,00,8.5,F070W-F200W,5,0.3446333333333307,243
0.1,0.1,00,8.5,F070W-F200W,6,0.38869565217391333,187
0.1,0.1,00,9.0,H-R,1,0.18249376210982748,387
0.1,0.1,00,9.0,H-R,2,0.15601514702304464,285
0.1,0.1,00,9.0,H-R,3,0.15508802222785678,211
0.1,0.1,00,9.0,H-R,4,0.12367940331144456,172
0.1,0.1,00,9.0,H-R,5,0.10649964542419998,118
0.1,0.1,00,9.0,H-R,6,0.06478741248775555,56
0.1,0.1,00,9.0,F070W-F200W,1,0.3817800000000027,201
0.1,0.1,00,9.0,F070W-F200W,2,0.4416607142857121,226
0.1,0.1,00,9.0,F070W-F200W,3,0.4153088235294149,272
0.1,0.1,00,9.0,F070W-F200W,4,0.39363934426229186,247
0.1,0.1,00,9.0,F070W-F200W,5,0.3225573770491774,244
0.1,0.1,00,9.0,F070W-F200W,6,0.3455777777777769,183
0.1,0.1,00,9.5,H-R,1,0.18014793244297955,385
0.1,0.1,00,9.5,H-R,2,0.15699702796084303,288
0.1,0.1,00,9.5,H-R,3,0.15941602779518305,213
0.1,0.1,00,9.5,H-R,4,0.1269881115695981,173
0.1,0.1,00,9.5,H-R,5,0.10566839937472228,118
0.1,0.1,00,9.5,H-R,6,0.06142157424396366,56
0.1,0.1,00,9.5,F070W-F200W,1,0.39495999999999754,203
0.1,0.1,00,9.5,F070W-F200W,2,0.4392321428571453,225
0.1,0.1,00,9.5,F070W-F200W,3,0.42270000000000074,281
0.1,0.1,00,9.5,F070W-F200W,4,0.37498305084745454,239
0.1,0.1,00,9.5,F070W-F200W,5,0.3182203389830498,236
0.1,0.1,00,9.5,F070W-F200W,6,0.33511111111110914,181
0.1,0.1,00,10.0,H-R,1,0.18033511981325456,381
0.1,0.1,00,10.0,H-R,2,0.15811066111631034,288
0.1,0.1,00,10.0,H-R,3,0.16234767519076576,215
0.1,0.1,00,10.0,H-R,4,0.13230859739910006,179
0.1,0.1,00,10.0,H-R,5,0.1067186377807594,115
0.1,0.1,00,10.0,H-R,6,0.06322507576436509,57
0.1,0.1,00,10.0,F070W-F200W,1,0.4006923076923101,211
0.1,0.1,00,10.0,F070W-F200W,2,0.4392142857142858,224
0.1,0.1,00,10.0,F070W-F200W,3,0.426086956521738,276
0.1,0.1,00,10.0,F070W-F200W,4,0.36083050847457443,236
0.1,0.1,00,10.0,F070W-F200W,5,0.3241052631578949,231
0.1,0.1,00,10.0,F070W-F200W,6,0.3382045454545448,179
0.1,0.1,00,10.5,H-R,1,0.17945173455068142,381
0.1,0.1,00,10.5,H-R,2,0.1585713369917079,289
0.1,0.1,00,10.5,H-R,3,0.16232872567673406,219
0.1,0.1,00,10.5,H-R,4,0.13116176462754603,181
0.1,0.1,00,10.5,H-R,5,0.10378382948164933,114
0.1,0.1,00,10.5,H-R,6,0.062427507771530055,60
0.1,0.1,00,10.5,F070W-F200W,1,0.402781818181813,223
0.1,0.1,00,10.5,F070W-F200W,2,0.4220181818181832,222
0.1,0.1,00,10.5,F070W-F200W,3,0.4179852941176456,272
0.1,0.1,00,10.5,F070W-F200W,4,0.355465517241381,234
0.1,0.1,00,10.5,F070W-F200W,5,0.3157368421052613,230
0.1,0.1,00,10.5,F070W-F200W,6,0.31293023255813956,173
0.1,0.1,00,11.0,H-R,1,0.17376882328403376,376
0.1,0.1,00,11.0,H-R,2,0.15947247531577036,295
0.1,0.1,00,11.0,H-R,3,0.15949167317654345,218
0.1,0.1,00,11.0,H-R,4,0.13212272703203753,185
0.1,0.1,00,11.0,H-R,5,0.10159086736363232,113
0.1,0.1,00,11.0,H-R,6,0.06085415407719452,62
0.1,0.1,00,11.0,F070W-F200W,1,0.4016666666666655,228
0.1,0.1,00,11.0,F070W-F200W,2,0.41122222222222504,219
0.1,0.1,00,11.0,F070W-F200W,3,0.4273235294117672,275
0.1,0.1,00,11.0,F070W-F200W,4,0.33798275862069005,234
0.1,0.1,00,11.0,F070W-F200W,5,0.3088545454545457,220
0.1,0.1,00,11.0,F070W-F200W,6,0.30449999999999733,170
0.1,0.1,00,11.5,H-R,1,0.17395562984584223,374
0.1,0.1,00,11.5,H-R,2,0.158065227616891,292
0.1,0.1,00,11.5,H-R,3,0.1593951907898432,221
0.1,0.1,00,11.5,H-R,4,0.13013754916449027,189
0.1,0.1,00,11.5,H-R,5,0.09785646481186006,112
0.1,0.1,00,11.5,H-R,6,0.060227039263147875,64
0.1,0.1,00,11.5,F070W-F200W,1,0.4044576271186422,237
0.1,0.1,00,11.5,F070W-F200W,2,0.38712500000000105,224
0.1,0.1,00,11.5,F070W-F200W,3,0.40410294117647005,272
0.1,0.1,00,11.5,F070W-F200W,4,0.29876271186440384,236
0.1,0.1,00,11.5,F070W-F200W,5,0.2852884615384621,208
0.1,0.1,00,11.5,F070W-F200W,6,0.2910731707317087,165
0.1,0.1,00,12.0,H-R,1,0.17559948746280662,375
0.1,0.1,00,12.0,H-R,2,0.1589635769145501,291
0.1,0.1,00,12.0,H-R,3,0.15926239853079815,219
0.1,0.1,00,12.0,H-R,4,0.1310561057400672,190
0.1,0.1,00,12.0,H-R,5,0.09902686194355992,113
0.1,0.1,00,12.0,H-R,6,0.061797116342459435,65
0.1,0.1,00,12.0,F070W-F200W,1,0.40316666666666556,241
0.1,0.1,00,12.0,F070W-F200W,2,0.3793928571428591,227
0.1,0.1,00,12.0,F070W-F200W,3,0.39448484848485066,265
0.1,0.1,00,12.0,F070W-F200W,4,0.2849661016949181,237
0.1,0.1,00,12.0,F070W-F200W,5,0.27827999999999875,203
0.1,0.1,00,12.0,F070W-F200W,6,0.29165853658536633,164
0.1,0.1,00,12.5,H-R,1,0.1759055578481199,373
0.1,0.1,00,12.5,H-R,2,0.15797500849599166,288
0.1,0.1,00,12.5,H-R,3,0.16044621758447364,224
0.1,0.1,00,12.5,H-R,4,0.13027049017447978,189
0.1,0.1,00,12.5,H-R,5,0.09983865938955527,114
0.1,0.1,00,12.5,H-R,6,0.06479107888395941,67
0.1,0.1,00,12.5,F070W-F200W,1,0.40300000000000047,242
0.1,0.1,00,12.5,F070W-F200W,2,0.38099999999999845,232
0.1,0.1,00,12.5,F070W-F200W,3,0.39338095238095505,255
0.1,0.1,00,12.5,F070W-F200W,4,0.2858620689655176,235
0.1,0.1,00,12.5,F070W-F200W,5,0.2796078431372546,205
0.1,0.1,00,12.5,F070W-F200W,6,0.2901500000000006,160
0.1,0.1,00,13.0,H-R,1,0.17572367611831385,372
0.1,0.1,00,13.0,H-R,2,0.1579518996257312,287
0.1,0.1,00,13.0,H-R,3,0.16048592093593195,224
0.1,0.1,00,13.0,H-R,4,0.1295660150685538,189
0.1,0.1,00,13.0,H-R,5,0.09829392367526957,116
0.1,0.1,00,13.0,H-R,6,0.06261887109579622,68
0.1,0.1,00,13.0,F070W-F200W,1,0.4080163934426242,246
0.1,0.1,00,13.0,F070W-F200W,2,0.3692372881355954,236
0.1,0.1,00,13.0,F070W-F200W,3,0.37633870967741956,249
0.1,0.1,00,13.0,F070W-F200W,4,0.27391228070175266,230
0.1,0.1,00,13.0,F070W-F200W,5,0.2786470588235286,205
0.1,0.1,00,13.0,F070W-F200W,6,0.2804102564102564,156
0.1,0.1,00,13.5,H-R,1,0.17425300393521082,369
0.1,0.1,00,13.5,H-R,2,0.1590550698825719,290
0.1,0.1,00,13.5,H-R,3,0.15711120185892136,220
0.1,0.1,00,13.5,H-R,4,0.13014150477010689,194
0.1,0.1,00,13.5,H-R,5,0.09656182017707482,116
0.1,0.1,00,13.5,H-R,6,0.06035908596214812,68
0.1,0.1,00,13.5,F070W-F200W,1,0.4070317460317412,253
0.1,0.1,00,13.5,F070W-F200W,2,0.3441428571428595,226
0.1,0.1,00,13.5,F070W-F200W,3,0.3732258064516163,249
0.1,0.1,00,13.5,F070W-F200W,4,0.2579090909090933,223
0.1,0.1,00,13.5,F070W-F200W,5,0.2755686274509834,207
0.1,0.1,00,13.5,F070W-F200W,6,0.2708157894736889,153
0.1,0.1,00,14.0,H-R,1,0.17519330087199014,367
0.1,0.1,00,14.0,H-R,2,0.159453565541555,288
0.1,0.1,00,14.0,H-R,3,0.16014819262732516,223
0.1,0.1,00,14.0,H-R,4,0.1299857298394751,193
0.1,0.1,00,14.0,H-R,5,0.09788664094086408,117
0.1,0.1,00,14.0,H-R,6,0.05892936913420854,69
0.1,0.1,00,14.0,F070W-F200W,1,0.39609836065573845,247
0.1,0.1,00,14.0,F070W-F200W,2,0.3374736842105257,228
0.1,0.1,00,14.0,F070W-F200W,3,0.3709516129032302,249
0.1,0.1,00,14.0,F070W-F200W,4,0.2527090909090859,220
0.1,0.1,00,14.0,F070W-F200W,5,0.2691372549019633,206
0.1,0.1,00,14.0,F070W-F200W,6,0.26365789473683954,152
0.1,0.1,00,14.5,H-R,1,0.17619281880505921,366
0.1,0.1,00,14.5,H-R,2,0.1583820149243047,284
0.1,0.1,00,14.5,H-R,3,0.16138121676262696,225
0.1,0.1,00,14.5,H-R,4,0.12884981318306465,192
0.1,0.1,00,14.5,H-R,5,0.09810612090728332,120
0.1,0.1,00,14.5,H-R,6,0.05863448364186885,69
0.1,0.1,00,14.5,F070W-F200W,1,0.41117187500000085,258
0.1,0.1,00,14.5,F070W-F200W,2,0.31792727272727106,220
0.1,0.1,00,14.5,F070W-F200W,3,0.37722580645160875,251
0.1,0.1,00,14.5,F070W-F200W,4,0.24598113207547279,214
0.1,0.1,00,14.5,F070W-F200W,5,0.26117647058823046,204
0.1,0.1,00,14.5,F070W-F200W,6,0.2585405405405403,149
0.1,0.1,00,15.0,H-R,1,0.17525450710263657,363
0.1,0.1,00,15.0,H-R,2,0.16027276436746796,283
0.1,0.1,00,15.0,H-R,3,0.15944054299437105,221
0.1,0.1,00,15.0,H-R,4,0.13386821994036846,199
0.1,0.1,00,15.0,H-R,5,0.09882964222145718,120
0.1,0.1,00,15.0,H-R,6,0.060655035285393843,71
0.1,0.1,00,15.0,F070W-F200W,1,0.41364615384615,260
0.1,0.1,00,15.0,F070W-F200W,2,0.2976792452830228,215
0.1,0.1,00,15.0,F070W-F200W,3,0.3877936507936468,252
0.1,0.1,00,15.0,F070W-F200W,4,0.24682692307691845,208
0.1,0.1,00,15.0,F070W-F200W,5,0.2605686274509811,204
0.1,0.1,00,15.0,F070W-F200W,6,0.25805405405405324,149
0.1,0.1,00,15.5,H-R,1,0.17608824088565944,363
0.1,0.1,00,15.5,H-R,2,0.1576547194985909,279
0.1,0.1,00,15.5,H-R,3,0.15711244466584362,221
0.1,0.1,00,15.5,H-R,4,0.13142380160767675,201
0.1,0.1,00,15.5,H-R,5,0.09819554234732575,123
0.1,0.1,00,15.5,H-R,6,0.05791210443092698,71
0.1,0.1,00,15.5,F070W-F200W,1,0.41438461538461446,261
0.1,0.1,00,15.5,F070W-F200W,2,0.3041454545454574,223
0.1,0.1,00,15.5,F070W-F200W,3,0.38451612903226184,249
0.1,0.1,00,15.5,F070W-F200W,4,0.23695999999999984,201
0.1,0.1,00,15.5,F070W-F200W,5,0.2575294117647111,205
0.1,0.1,00,15.5,F070W-F200W,6,0.2470277777777774,146
0.1,0.1,00,16.0,H-R,1,0.17433629879508872,361
0.1,0.1,00,16.0,H-R,2,0.15627486306661265,280
0.1,0.1,00,16.0,H-R,3,0.15513164824550274,218
0.1,0.1,00,16.0,H-R,4,0.13191193154507053,204
0.1,0.1,00,16.0,H-R,5,0.09636345385035305,125
0.1,0.1,00,16.0,H-R,6,0.058035020163398565,73
0.1,0.1,00,16.0,F070W-F200W,1,0.40359375000000064,257
0.1,0.1,00,16.0,F070W-F200W,2,0.2982678571428572,224
0.1,0.1,00,16.0,F070W-F200W,3,0.3886562499999986,256
0.1,0.1,00,16.0,F070W-F200W,4,0.22572916666666742,195
0.1,0.1,00,16.0,F070W-F200W,5,0.2503599999999988,202
0.1,0.1,00,16.0,F070W-F200W,6,0.24005555555555702,146
0.1,0.1,00,16.5,H-R,1,0.17390779520760113,359
0.1,0.1,00,16.5,H-R,2,0.1577055081561778,282
0.1,0.1,00,16.5,H-R,3,0.15489702499460312,216
0.1,0.1,00,16.5,H-R,4,0.13532456969865758,205
0.1,0.1,00,16.5,H-R,5,0.09859348562332526,126
0.1,0.1,00,16.5,H-R,6,0.06055968908444509,75
0.1,0.1,00,16.5,F070W-F200W,1,0.40622222222222426,253
0.1,0.1,00,16.5,F070W-F200W,2,0.30178947368421305,229
0.1,0.1,00,16.5,F070W-F200W,3,0.3894354838709635,251
0.1,0.1,00,16.5,F070W-F200W,4,0.22129166666666933,192
0.1,0.1,00,16.5,F070W-F200W,5,0.25063999999999886,201
0.1,0.1,00,16.5,F070W-F200W,6,0.23944444444444457,145
0.1,0.1,00,17.0,H-R,1,0.17366574427006953,357
0.1,0.1,00,17.0,H-R,2,0.15822973349220804,283
0.1,0.1,00,17.0,H-R,3,0.1533698227273188,211
0.1,0.1,00,17.0,H-R,4,0.13743518325096948,208
0.1,0.1,00,17.0,H-R,5,0.09822682136157179,128
0.1,0.1,00,17.0,H-R,6,0.05975181604382307,75
0.1,0.1,00,17.0,F070W-F200W,1,0.39666129032258013,248
0.1,0.1,00,17.0,F070W-F200W,2,0.3049827586206906,232
0.1,0.1,00,17.0,F070W-F200W,3,0.3855322580645204,249
0.1,0.1,00,17.0,F070W-F200W,4,0.21757446808510572,189
0.1,0.1,00,17.0,F070W-F200W,5,0.24765306122449182,199
0.1,0.1,00,17.0,F070W-F200W,6,0.24019444444444282,145
0.1,0.1,00,17.5,H-R,1,0.17420018379266122,357
0.1,0.1,00,17.5,H-R,2,0.1563024216665183,280
0.1,0.1,00,17.5,H-R,3,0.1543120748400364,214
0.1,0.1,00,17.5,H-R,4,0.13572286686833435,206
0.1,0.1,00,17.5,H-R,5,0.10068176087910752,131
0.1,0.1,00,17.5,H-R,6,0.05932540595818492,77
0.1,0.1,00,17.5,F070W-F200W,1,0.3957868852459008,245
0.1,0.1,00,17.5,F070W-F200W,2,0.30634482758620507,233
0.1,0.1,00,17.5,F070W-F200W,3,0.38688524590163986,247
0.1,0.1,00,17.5,F070W-F200W,4,0.22189361702127464,189
0.1,0.1,00,17.5,F070W-F200W,5,0.2466326530612264,198
0.1,0.1,00,17.5,F070W-F200W,6,0.23814285714285965,143
0.1,0.1,00,18.0,H-R,1,0.1736956271798613,355
0.1,0.1,00,18.0,H-R,2,0.15765410065754004,281
0.1,0.1,00,18.0,H-R,3,0.1525158112211722,211
0.1,0.1,00,18.0,H-R,4,0.13763766897836827,207
0.1,0.1,00,18.0,H-R,5,0.10554065749876718,135
0.1,0.1,00,18.0,H-R,6,0.058977037684198264,77
0.1,0.1,00,18.0,F070W-F200W,1,0.404885245901637,246
0.1,0.1,00,18.0,F070W-F200W,2,0.30336842105262996,231
0.1,0.1,00,18.0,F070W-F200W,3,0.38632258064516023,248
0.1,0.1,00,18.0,F070W-F200W,4,0.2146956521739103,187
0.1,0.1,00,18.0,F070W-F200W,5,0.24442857142857122,196
0.1,0.1,00,18.0,F070W-F200W,6,0.23588571428571292,141
0.1,0.1,00,18.5,H-R,1,0.17301499906781714,353
0.1,0.1,00,18.5,H-R,2,0.1573574445704351,281
0.1,0.1,00,18.5,H-R,3,0.15099372706845937,206
0.1,0.1,00,18.5,H-R,4,0.1410246221971625,211
0.1,0.1,00,18.5,H-R,5,0.10540359275510736,137
0.1,0.1,00,18.5,H-R,6,0.05921500387606882,77
0.1,0.1,00,18.5,F070W-F200W,1,0.4036721311475464,245
0.1,0.1,00,18.5,F070W-F200W,2,0.30584482758620446,233
0.1,0.1,00,18.5,F070W-F200W,3,0.38274193548387103,248
0.1,0.1,00,18.5,F070W-F200W,4,0.202533333333335,182
0.1,0.1,00,18.5,F070W-F200W,5,0.24147916666666625,195
0.1,0.1,00,18.5,F070W-F200W,6,0.2345882352941171,139
0.1,0.1,00,19.0,H-R,1,0.1717715653246319,350
0.1,0.1,00,19.0,H-R,2,0.16017548356091948,283
0.1,0.1,00,19.0,H-R,3,0.14913262489958412,203
0.1,0.1,00,19.0,H-R,4,0.1400650015733902,212
0.1,0.1,00,19.0,H-R,5,0.10660581590990703,140
0.1,0.1,00,19.0,H-R,6,0.059683607001107974,77
0.1,0.1,00,19.0,F070W-F200W,1,0.4079322033898318,239
0.1,0.1,00,19.0,F070W-F200W,2,0.307120689655175,232
0.1,0.1,00,19.0,F070W-F200W,3,0.38837096774193647,248
0.1,0.1,00,19.0,F070W-F200W,4,0.20542222222222506,181
0.1,0.1,00,19.0,F070W-F200W,5,0.23985416666666737,192
0.1,0.1,00,19.0,F070W-F200W,6,0.23508823529411949,139
0.1,0.1,00,19.5,H-R,1,0.17167568371283726,350
0.1,0.1,00,19.5,H-R,2,0.15762530965891997,279
0.1,0.1,00,19.5,H-R,3,0.14676087273767213,202
0.1,0.1,00,19.5,H-R,4,0.13927694906411303,212
0.1,0.1,00,19.5,H-R,5,0.10789520202977099,145
0.1,0.1,00,19.5,H-R,6,0.060138303038658636,78
0.1,0.1,00,19.5,F070W-F200W,1,0.3984999999999985,233
0.1,0.1,00,19.5,F070W-F200W,2,0.30508771929824974,231
0.1,0.1,00,19.5,F070W-F200W,3,0.3847419354838717,248
0.1,0.1,00,19.5,F070W-F200W,4,0.19422727272727336,177
0.1,0.1,00,19.5,F070W-F200W,5,0.23919148936169954,191
0.1,0.1,00,19.5,F070W-F200W,6,0.23376470588235065,139
0.1,0.1,00,20.0,H-R,1,0.17073770508975183,336
0.1,0.1,00,20.0,H-R,2,0.15737420393663015,263
0.1,0.1,00,20.0,H-R,3,0.14320919393918152,188
0.1,0.1,00,20.0,H-R,4,0.13936022134278292,207
0.1,0.1,00,20.0,H-R,5,0.10819739529018468,137
0.1,0.1,00,20.0,H-R,6,0.05780144061118264,73
0.1,0.1,00,20.0,F070W-F200W,1,0.38486538461538267,211
0.1,0.1,00,20.0,F070W-F200W,2,0.30598181818181835,221
0.1,0.1,00,20.0,F070W-F200W,3,0.37903389830507983,238
0.1,0.1,00,20.0,F070W-F200W,4,0.1799000000000035,163
0.1,0.1,00,20.0,F070W-F200W,5,0.23476086956522124,185
0.1,0.1,00,20.0,F070W-F200W,6,0.22323529411764476,136
0.1,0.3,00,1.0,H-R,1,0.13545673073039988,192
0.1,0.3,00,1.0,H-R,2,0.09679010839216962,126
0.1,0.3,00,1.0,H-R,3,0.07484426318989224,151
0.1,0.3,00,1.0,H-R,4,0.0614073463295266,114
0.1,0.3,00,1.0,H-R,5,0.06448259083175689,82
0.1,0.3,00,1.0,H-R,6,0.05891107444130872,88
0.1,0.3,00,1.0,F070W-F200W,1,0.13390476190476086,84
0.1,0.3,00,1.0,F070W-F200W,2,0.10907142857142738,56
0.1,0.3,00,1.0,F070W-F200W,3,0.14120833333333138,96
0.1,0.3,00,1.0,F070W-F200W,4,0.23858139534883804,175
0.1,0.3,00,1.0,F070W-F200W,5,0.3612391304347824,184
0.1,0.3,00,1.0,F070W-F200W,6,0.3050499999999996,160
0.1,0.3,00,1.5,H-R,1,0.18814827860183514,204
0.1,0.3,00,1.5,H-R,2,0.17589914397347706,128
0.1,0.3,00,1.5,H-R,3,0.15907072982829384,154
0.1,0.3,00,1.5,H-R,4,0.15309787560244736,110
0.1,0.3,00,1.5,H-R,5,0.1403322884369737,84
0.1,0.3,00,1.5,H-R,6,0.12828700574495777,92
0.1,0.3,00,1.5,F070W-F200W,1,0.35855000000000103,82
0.1,0.3,00,1.5,F070W-F200W,2,0.4535,66
0.1,0.3,00,1.5,F070W-F200W,3,0.5929230769230767,107
0.1,0.3,00,1.5,F070W-F200W,4,0.5987441860465132,174
0.1,0.3,00,1.5,F070W-F200W,5,0.6325217391304339,187
0.1,0.3,00,1.5,F070W-F200W,6,0.5423414634146333,164
0.1,0.3,00,2.0,H-R,1,0.17948471663487764,228
0.1,0.3,00,2.0,H-R,2,0.18388997976686106,142
0.1,0.3,00,2.0,H-R,3,0.17874143357987582,148
0.1,0.3,00,2.0,H-R,4,0.16804953171880532,104
0.1,0.3,00,2.0,H-R,5,0.16029530605839126,88
0.1,0.3,00,2.0,H-R,6,0.14361659917735742,93
0.1,0.3,00,2.0,F070W-F200W,1,0.4257142857142835,84
0.1,0.3,00,2.0,F070W-F200W,2,0.572000000000001,77
0.1,0.3,00,2.0,F070W-F200W,3,0.6127142857142864,141
0.1,0.3,00,2.0,F070W-F200W,4,0.6221999999999994,180
0.1,0.3,00,2.0,F070W-F200W,5,0.5317857142857143,171
0.1,0.3,00,2.0,F070W-F200W,6,0.4492790697674405,174
0.1,0.3,00,2.5,H-R,1,0.17275683304127654,263
0.1,0.3,00,2.5,H-R,2,0.1477676163274232,173
0.1,0.3,00,2.5,H-R,3,0.14200380362233933,135
0.1,0.3,00,2.5,H-R,4,0.1321740058943176,98
0.1,0.3,00,2.5,H-R,5,0.12036459091597174,94
0.1,0.3,00,2.5,H-R,6,0.11001102060674073,86
0.1,0.3,00,2.5,F070W-F200W,1,0.3413749999999993,98
0.1,0.3,00,2.5,F070W-F200W,2,0.46582608695652183,95
0.1,0.3,00,2.5,F070W-F200W,3,0.495444444444443,145
0.1,0.3,00,2.5,F070W-F200W,4,0.4439545454545417,179
0.1,0.3,00,2.5,F070W-F200W,5,0.44068181818181174,179
0.1,0.3,00,2.5,F070W-F200W,6,0.4109999999999996,198
0.1,0.3,00,3.0,H-R,1,0.17088663013763283,292
0.1,0.3,00,3.0,H-R,2,0.133689960061407,189
0.1,0.3,00,3.0,H-R,3,0.12732960630428547,135
0.1,0.3,00,3.0,H-R,4,0.11607451455891549,102
0.1,0.3,00,3.0,H-R,5,0.10131215425549767,94
0.1,0.3,00,3.0,H-R,6,0.08878866619061854,75
0.1,0.3,00,3.0,F070W-F200W,1,0.30169565217391536,95
0.1,0.3,00,3.0,F070W-F200W,2,0.3689999999999998,113
0.1,0.3,00,3.0,F070W-F200W,3,0.4161025641025642,157
0.1,0.3,00,3.0,F070W-F200W,4,0.4157872340425488,191
0.1,0.3,00,3.0,F070W-F200W,5,0.4407083333333297,195
0.1,0.3,00,3.0,F070W-F200W,6,0.32079999999999487,183
0.1,0.3,00,3.5,H-R,1,0.17210826463055562,322
0.1,0.3,00,3.5,H-R,2,0.12895756551087256,202
0.1,0.3,00,3.5,H-R,3,0.1163118649580901,138
0.1,0.3,00,3.5,H-R,4,0.10626917634093924,106
0.1,0.3,00,3.5,H-R,5,0.08819135666635214,92
0.1,0.3,00,3.5,H-R,6,0.07369641142946304,69
0.1,0.3,00,3.5,F070W-F200W,1,0.27895652173912744,94
0.1,0.3,00,3.5,F070W-F200W,2,0.327483870967745,126
0.1,0.3,00,3.5,F070W-F200W,3,0.3576521739130438,185
0.1,0.3,00,3.5,F070W-F200W,4,0.3693137254901959,207
0.1,0.3,00,3.5,F070W-F200W,5,0.36296078431372436,206
0.1,0.3,00,3.5,F070W-F200W,6,0.22623255813953058,172
0.1,0.3,00,4.0,H-R,1,0.17491996657694475,326
0.1,0.3,00,4.0,H-R,2,0.13596271117892011,215
0.1,0.3,00,4.0,H-R,3,0.11556905624103031,147
0.1,0.3,00,4.0,H-R,4,0.10295483919909543,106
0.1,0.3,00,4.0,H-R,5,0.09033100472024902,97
0.1,0.3,00,4.0,H-R,6,0.08215525140089397,67
0.1,0.3,00,4.0,F070W-F200W,1,0.310740740740739,108
0.1,0.3,00,4.0,F070W-F200W,2,0.3322647058823538,139
0.1,0.3,00,4.0,F070W-F200W,3,0.327914893617022,188
0.1,0.3,00,4.0,F070W-F200W,4,0.3528888888888897,216
0.1,0.3,00,4.0,F070W-F200W,5,0.35039622641509105,213
0.1,0.3,00,4.0,F070W-F200W,6,0.24897916666666298,195
0.1,0.3,00,4.5,H-R,1,0.1739640929978754,323
0.1,0.3,00,4.5,H-R,2,0.13994963827239437,219
0.1,0.3,00,4.5,H-R,3,0.1251846790079021,163
0.1,0.3,00,4.5,H-R,4,0.1011708946194948,110
0.1,0.3,00,4.5,H-R,5,0.0904985161175017,106
0.1,0.3,00,4.5,H-R,6,0.09524621388307764,66
0.1,0.3,00,4.5,F070W-F200W,1,0.30672413793103637,119
0.1,0.3,00,4.5,F070W-F200W,2,0.3055833333333329,145
0.1,0.3,00,4.5,F070W-F200W,3,0.35106000000000037,203
