density,epsilon_ff,seed,time_myr,space,spread_metric,n_valid_bins,n_stars_in_band,n_interpolated_stars
0.1,1.0,00,18.0,H-R,0.12644016154388552,6,1110,2398
0.1,1.0,00,18.0,F070W-F200W,0.2750163162660601,6,1137,2398
0.1,1.0,00,18.5,H-R,0.12606899140242567,6,1108,2398
0.1,1.0,00,18.5,F070W-F200W,0.27374379192413595,6,1127,2398
0.1,1.0,00,19.0,H-R,0.12636264732687075,6,1111,2396
0.1,1.0,00,19.0,F070W-F200W,0.27181317293458945,6,1116,2396
0.1,1.0,00,19.5,H-R,0.1265124764084865,6,1111,2395
0.1,1.0,00,19.5,F070W-F200W,0.27110225298678436,6,1109,2395
0.1,1.0,00,20.0,H-R,0.12711463951332788,6,1020,2194
0.1,1.0,00,20.0,F070W-F200W,0.2681171761295061,6,1016,2194
1.0,0.01,00,1.0,H-R,0.07810516419456941,6,242,786
1.0,0.01,00,1.0,F070W-F200W,0.20229724025973925,6,243,786
1.0,0.01,00,1.5,H-R,0.17028382016478338,6,312,988
1.0,0.01,00,1.5,F070W-F200W,0.5620895483658647,6,318,988
1.0,0.01,00,2.0,H-R,0.2623008539714025,6,394,1258
1.0,0.01,00,2.0,F070W-F200W,0.912195165945166,6,404,1258
1.0,0.01,00,2.5,H-R,0.3395676544470641,6,534,1614
1.0,0.01,00,2.5,F070W-F200W,1.1526356261022925,6,542,1614
1.0,0.01,00,3.0,H-R,0.3993184465416532,6,680,2001
1.0,0.01,00,3.0,F070W-F200W,1.3760507272338856,6,692,2001
1.0,0.01,00,3.5,H-R,0.44306506715574434,6,799,2339
1.0,0.01,00,3.5,F070W-F200W,1.5275217256339377,6,822,2339
1.0,0.01,00,4.0,H-R,0.4487006526965047,6,828,2340
1.0,0.01,00,4.0,F070W-F200W,1.537331029764583,6,862,2340
1.0,0.01,00,4.5,H-R,0.3828006080092761,6,864,2344
1.0,0.01,00,4.5,F070W-F200W,1.3239341363316919,6,913,2344
1.0,0.01,00,5.0,H-R,0.31189862223337167,6,892,2346
1.0,0.01,00,5.0,F070W-F200W,1.143926843947856,6,968,2346
1.0,0.01,00,5.5,H-R,0.27191176667049327,6,914,2348
1.0,0.01,00,5.5,F070W-F200W,1.018481100678643,6,1008,2348
1.0,0.01,00,6.0,H-R,0.24425085088632992,6,942,2341
1.0,0.01,00,6.0,F070W-F200W,0.9007218783388034,6,1048,2341
1.0,0.01,00,6.5,H-R,0.2249982153607101,6,964,2341
1.0,0.01,00,6.5,F070W-F200W,0.831052296544815,6,1086,2341
1.0,0.01,00,7.0,H-R,0.21611514328777162,6,980,2340
1.0,0.01,00,7.0,F070W-F200W,0.7845030416200179,6,1114,2340
1.0,0.01,00,7.5,H-R,0.19850635984368833,6,995,2342
1.0,0.01,00,7.5,F070W-F200W,0.7281646146816865,6,1144,2342
1.0,0.01,00,8.0,H-R,0.18272667250461985,6,1008,2340
1.0,0.01,00,8.0,F070W-F200W,0.6537941091789868,6,1157,2340
1.0,0.01,00,8.5,H-R,0.174671329933878,6,1022,2344
1.0,0.01,00,8.5,F070W-F200W,0.5957758249790315,6,1164,2344
1.0,0.01,00,9.0,H-R,0.16797229657999288,6,1034,2342
1.0,0.01,00,9.0,F070W-F200W,0.5595707999529065,6,1174,2342
1.0,0.01,00,9.5,H-R,0.16315603729576497,6,1038,2343
1.0,0.01,00,9.5,F070W-F200W,0.5251728398634352,6,1179,2343
1.0,0.01,00,10.0,H-R,0.15570066963235116,6,1049,2342
1.0,0.01,00,10.0,F070W-F200W,0.4923313398312749,6,1179,2342
1.0,0.01,00,10.5,H-R,0.1537289371557804,6,1053,2339
1.0,0.01,00,10.5,F070W-F200W,0.4762527342389398,6,1180,2339
1.0,0.01,00,11.0,H-R,0.1538039523617658,6,1059,2340
1.0,0.01,00,11.0,F070W-F200W,0.464018208058965,6,1175,2340
1.0,0.01,00,11.5,H-R,0.15175283140538118,6,1061,2338
1.0,0.01,00,11.5,F070W-F200W,0.4476085368427434,6,1171,2338
1.0,0.01,00,12.0,H-R,0.14991912719546077,6,1065,2341
1.0,0.01,00,12.0,F070W-F200W,0.42982536067192917,6,1166,2341
1.0,0.01,00,12.5,H-R,0.14912423367657804,6,1067,2341
1.0,0.01,00,12.5,F070W-F200W,0.41462302500310627,6,1159,2341
1.0,0.01,00,13.0,H-R,0.14586755670714427,6,1071,2340
1.0,0.01,00,13.0,F070W-F200W,0.39559086892868134,6,1151,2340
1.0,0.01,00,13.5,H-R,0.1446055119616474,6,1073,2339
1.0,0.01,00,13.5,F070W-F200W,0.38962583711677407,6,1149,2339
1.0,0.01,00,14.0,H-R,0.14466733993033667,6,1078,2337
1.0,0.01,00,14.0,F070W-F200W,0.38651294057192115,6,1141,2337
1.0,0.01,00,14.5,H-R,0.14282598580320216,6,1079,2339
1.0,0.01,00,14.5,F070W-F200W,0.37719728820426496,6,1132,2339
1.0,0.01,00,15.0,H-R,0.14216009006242367,6,1079,2339
1.0,0.01,00,15.0,F070W-F200W,0.3710890714117137,6,1126,2339
1.0,0.01,00,15.5,H-R,0.1402641311190251,6,1081,2340
1.0,0.01,00,15.5,F070W-F200W,0.3620872196278813,6,1124,2340
1.0,0.01,00,16.0,H-R,0.1403879832169267,6,1081,2342
1.0,0.01,00,16.0,F070W-F200W,0.3526400496639557,6,1116,2342
1.0,0.01,00,16.5,H-R,0.1389294626791463,6,1083,2343
1.0,0.01,00,16.5,F070W-F200W,0.3447639982748874,6,1111,2343
1.0,0.01,00,17.0,H-R,0.13766671790628504,6,1083,2342
1.0,0.01,00,17.0,F070W-F200W,0.3377024613884278,6,1100,2342
1.0,0.01,00,17.5,H-R,0.13655168221214808,6,1083,2342
1.0,0.01,00,17.5,F070W-F200W,0.3352949656626218,6,1092,2342
1.0,0.01,00,18.0,H-R,0.13764621090706675,6,1085,2341
1.0,0.01,00,18.0,F070W-F200W,0.33345466163404386,6,1083,2341
1.0,0.01,00,18.5,H-R,0.13806884462066504,6,1085,2341
1.0,0.01,00,18.5,F070W-F200W,0.3380654697073731,6,1073,2341
1.0,0.01,00,19.0,H-R,0.13724169347274587,6,1085,2341
1.0,0.01,00,19.0,F070W-F200W,0.33542782856964654,6,1067,2341
1.0,0.01,00,19.5,H-R,0.13611447440423574,6,1086,2340
1.0,0.01,00,19.5,F070W-F200W,0.3272048665522922,6,1053,2340
1.0,0.01,00,20.0,H-R,0.13686248516832952,6,1086,2340
1.0,0.01,00,20.0,F070W-F200W,0.3249137280999408,6,1047,2340
1.0,0.03,00,1.0,H-R,0.08260823240898953,6,782,2436
1.0,0.03,00,1.0,F070W-F200W,0.2072120830848728,6,783,2436
1.0,0.03,00,1.5,H-R,0.16273801955750342,6,902,2759
1.0,0.03,00,1.5,F070W-F200W,0.5333991061980342,6,908,2759
1.0,0.03,00,2.0,H-R,0.22323238374570176,6,928,2776
1.0,0.03,00,2.0,F070W-F200W,0.7375035300017444,6,965,2776
1.0,0.03,00,2.5,H-R,0.17320120425838012,6,979,2782
1.0,0.03,00,2.5,F070W-F200W,0.5847441963574761,6,1033,2782
1.0,0.03,00,3.0,H-R,0.15032572828916052,6,1021,2785
1.0,0.03,00,3.0,F070W-F200W,0.49385518922378946,6,1090,2785
1.0,0.03,00,3.5,H-R,0.13190882186329336,6,1080,2786
1.0,0.03,00,3.5,F070W-F200W,0.4221817646714984,6,1144,2786
1.0,0.03,00,4.0,H-R,0.12585462344464893,6,1121,2787
1.0,0.03,00,4.0,F070W-F200W,0.3898592862342154,6,1213,2787
1.0,0.03,00,4.5,H-R,0.1264921250182702,6,1142,2791
1.0,0.03,00,4.5,F070W-F200W,0.39704795696802303,6,1278,2791
1.0,0.03,00,5.0,H-R,0.12854470994353084,6,1176,2792
1.0,0.03,00,5.0,F070W-F200W,0.38212161396631394,6,1321,2792
1.0,0.03,00,5.5,H-R,0.13158306888032317,6,1208,2797
1.0,0.03,00,5.5,F070W-F200W,0.36843375260747013,6,1353,2797
1.0,0.03,00,6.0,H-R,0.1273072810229181,6,1241,2796
1.0,0.03,00,6.0,F070W-F200W,0.34678874369790513,6,1381,2796
1.0,0.03,00,6.5,H-R,0.1250097828346452,6,1265,2795
1.0,0.03,00,6.5,F070W-F200W,0.33622130237342623,6,1402,2795
1.0,0.03,00,7.0,H-R,0.12571015671653799,6,1297,2797
1.0,0.03,00,7.0,F070W-F200W,0.3344163710132528,6,1415,2797
1.0,0.03,00,7.5,H-R,0.12625621142186316,6,1310,2800
1.0,0.03,00,7.5,F070W-F200W,0.3336186375744532,6,1430,2800
1.0,0.03,00,8.0,H-R,0.12201549154597108,6,1320,2800
1.0,0.03,00,8.0,F070W-F200W,0.3174775879449099,6,1436,2800
1.0,0.03,00,8.5,H-R,0.11911874588182723,6,1327,2801
1.0,0.03,00,8.5,F070W-F200W,0.317804016084924,6,1439,2801
1.0,0.03,00,9.0,H-R,0.11971932967454328,6,1331,2800
1.0,0.03,00,9.0,F070W-F200W,0.3153553969254223,6,1432,2800
1.0,0.03,00,9.5,H-R,0.12012348259046803,6,1335,2798
1.0,0.03,00,9.5,F070W-F200W,0.31217934955739973,6,1430,2798
1.0,0.03,00,10.0,H-R,0.12088096870173544,6,1338,2797
1.0,0.03,00,10.0,F070W-F200W,0.31116360041813795,6,1429,2797
1.0,0.03,00,10.5,H-R,0.11940871040130734,6,1339,2797
1.0,0.03,00,10.5,F070W-F200W,0.30278155303030285,6,1421,2797
1.0,0.03,00,11.0,H-R,0.12006450106706006,6,1340,2797
1.0,0.03,00,11.0,F070W-F200W,0.3036197979827791,6,1420,2797
1.0,0.03,00,11.5,H-R,0.1203309891123872,6,1340,2797
1.0,0.03,00,11.5,F070W-F200W,0.3052545277716823,6,1412,2797
1.0,0.03,00,12.0,H-R,0.12083971641507825,6,1343,2796
1.0,0.03,00,12.0,F070W-F200W,0.30495762588983677,6,1402,2796
1.0,0.03,00,12.5,H-R,0.12119310773735144,6,1344,2795
1.0,0.03,00,12.5,F070W-F200W,0.30751894459122325,6,1399,2795
1.0,0.03,00,13.0,H-R,0.12141603123938642,6,1351,2797
1.0,0.03,00,13.0,F070W-F200W,0.30253550967465365,6,1395,2797
1.0,0.03,00,13.5,H-R,0.12110803573081293,6,1351,2798
1.0,0.03,00,13.5,F070W-F200W,0.3001366630363824,6,1389,2798
1.0,0.03,00,14.0,H-R,0.12242578208207848,6,1353,2798
1.0,0.03,00,14.0,F070W-F200W,0.3046520030745296,6,1387,2798
1.0,0.03,00,14.5,H-R,0.12178132763005634,6,1357,2800
1.0,0.03,00,14.5,F070W-F200W,0.29793565513536,6,1376,2800
1.0,0.03,00,15.0,H-R,0.12168178657892854,6,1357,2799
1.0,0.03,00,15.0,F070W-F200W,0.29665490814850975,6,1366,2799
1.0,0.03,00,15.5,H-R,0.12183264632336732,6,1358,2799
1.0,0.03,00,15.5,F070W-F200W,0.2920110357535621,6,1356,2799
1.0,0.03,00,16.0,H-R,0.12124764721517249,6,1358,2800
1.0,0.03,00,16.0,F070W-F200W,0.2874060394462565,6,1344,2800
1.0,0.03,00,16.5,H-R,0.12205283579063586,6,1358,2802
1.0,0.03,00,16.5,F070W-F200W,0.28906359828674777,6,1330,2802
1.0,0.03,00,17.0,H-R,0.12253374473477803,6,1358,2801
1.0,0.03,00,17.0,F070W-F200W,0.28858604375299396,6,1323,2801
1.0,0.03,00,17.5,H-R,0.12180163920778068,6,1358,2800
1.0,0.03,00,17.5,F070W-F200W,0.28416405208767986,6,1313,2800
1.0,0.03,00,18.0,H-R,0.12301099974805123,6,1359,2800
1.0,0.03,00,18.0,F070W-F200W,0.286096251119664,6,1300,2800
1.0,0.03,00,18.5,H-R,0.1238942101811406,6,1360,2800
1.0,0.03,00,18.5,F070W-F200W,0.2856309609606198,6,1295,2800
1.0,0.03,00,19.0,H-R,0.12321134281162142,6,1361,2799
1.0,0.03,00,19.0,F070W-F200W,0.2805537545503647,6,1286,2799
1.0,0.03,00,19.5,H-R,0.12287657888540963,6,1360,2799
1.0,0.03,00,19.5,F070W-F200W,0.27952655280275174,6,1278,2799
1.0,0.03,00,20.0,H-R,0.12375247186658216,6,1296,2660
1.0,0.03,00,20.0,F070W-F200W,0.27942335588368267,6,1213,2660
1.0,0.1,00,1.0,H-R,0.08017158927545909,6,747,2425
1.0,0.1,00,1.0,F070W-F200W,0.20400881818599892,6,747,2425
1.0,0.1,00,1.5,H-R,0.11116444137927917,6,769,2430
1.0,0.1,00,1.5,F070W-F200W,0.34347853527589844,6,795,2430
1.0,0.1,00,2.0,H-R,0.09252956922035593,6,809,2433
1.0,0.1,00,2.0,F070W-F200W,0.255474765579948,6,856,2433
1.0,0.1,00,2.5,H-R,0.09074625304366125,6,847,2436
1.0,0.1,00,2.5,F070W-F200W,0.2425532056323254,6,913,2436
1.0,0.1,00,3.0,H-R,0.09387175843604995,6,892,2437
1.0,0.1,00,3.0,F070W-F200W,0.23974549876847373,6,949,2437
1.0,0.1,00,3.5,H-R,0.09810539539440809,6,918,2439
1.0,0.1,00,3.5,F070W-F200W,0.24729670307286225,6,1010,2439
1.0,0.1,00,4.0,H-R,0.1053689946771759,6,950,2439
1.0,0.1,00,4.0,F070W-F200W,0.25966546990244704,6,1088,2439
1.0,0.1,00,4.5,H-R,0.10870735711822,6,973,2441
1.0,0.1,00,4.5,F070W-F200W,0.25616608721184725,6,1128,2441
1.0,0.1,00,5.0,H-R,0.11283065877856617,6,998,2438
1.0,0.1,00,5.0,F070W-F200W,0.2678100232746929,6,1180,2438
1.0,0.1,00,5.5,H-R,0.11319450336966892,6,1024,2437
1.0,0.1,00,5.5,F070W-F200W,0.26819281548341617,6,1212,2437
1.0,0.1,00,6.0,H-R,0.11435332677302229,6,1039,2436
1.0,0.1,00,6.0,F070W-F200W,0.27864520301263046,6,1234,2436
1.0,0.1,00,6.5,H-R,0.11513083720207677,6,1060,2436
1.0,0.1,00,6.5,F070W-F200W,0.2859965058733171,6,1247,2436
1.0,0.1,00,7.0,H-R,0.11608133712552875,6,1077,2434
1.0,0.1,00,7.0,F070W-F200W,0.2942122506594771,6,1257,2434
1.0,0.1,00,7.5,H-R,0.11585022721510395,6,1083,2436
1.0,0.1,00,7.5,F070W-F200W,0.2971089012767501,6,1260,2436
1.0,0.1,00,8.0,H-R,0.11618251135207597,6,1091,2437
1.0,0.1,00,8.0,F070W-F200W,0.29693818933280475,6,1260,2437
1.0,0.1,00,8.5,H-R,0.11792814092271076,6,1101,2435
1.0,0.1,00,8.5,F070W-F200W,0.29984707950298733,6,1257,2435
1.0,0.1,00,9.0,H-R,0.11750859925775908,6,1102,2434
1.0,0.1,00,9.0,F070W-F200W,0.29864401767201204,6,1254,2434
1.0,0.1,00,9.5,H-R,0.118665699918429,6,1104,2434
1.0,0.1,00,9.5,F070W-F200W,0.2995421574500791,6,1250,2434
1.0,0.1,00,10.0,H-R,0.11934937876913991,6,1106,2433
1.0,0.1,00,10.0,F070W-F200W,0.29693440776681496,6,1242,2433
1.0,0.1,00,10.5,H-R,0.11969091209607624,6,1110,2434
1.0,0.1,00,10.5,F070W-F200W,0.2954372627204007,6,1234,2434
1.0,0.1,00,11.0,H-R,0.12044630899511066,6,1111,2436
1.0,0.1,00,11.0,F070W-F200W,0.29360459466617755,6,1230,2436
1.0,0.1,00,11.5,H-R,0.1211122663696547,6,1112,2438
1.0,0.1,00,11.5,F070W-F200W,0.29139056442326144,6,1226,2438
1.0,0.1,00,12.0,H-R,0.12140094796904706,6,1112,2437
1.0,0.1,00,12.0,F070W-F200W,0.2878797632138707,6,1215,2437
1.0,0.1,00,12.5,H-R,0.12229259947498301,6,1114,2436
1.0,0.1,00,12.5,F070W-F200W,0.3750787791934611,6,1213,2436
1.0,0.1,00,13.0,H-R,0.12221202450592972,6,1113,2432
1.0,0.1,00,13.0,F070W-F200W,0.3714743913514645,6,1207,2432
1.0,0.1,00,13.5,H-R,0.12281416336853468,6,1112,2430
1.0,0.1,00,13.5,F070W-F200W,0.282842451665321,6,1198,2430
1.0,0.1,00,14.0,H-R,0.12352458282936744,6,1113,2434
1.0,0.1,00,14.0,F070W-F200W,0.27934200156255756,6,1191,2434
1.0,0.1,00,14.5,H-R,0.12351578051289336,6,1113,2431
1.0,0.1,00,14.5,F070W-F200W,0.2793317728292794,6,1186,2431
1.0,0.1,00,15.0,H-R,0.1240617929574565,6,1112,2433
1.0,0.1,00,15.0,F070W-F200W,0.2771506036074678,6,1176,2433
1.0,0.1,00,15.5,H-R,0.12395692642046185,6,1113,2431
1.0,0.1,00,15.5,F070W-F200W,0.3159143876382015,6,1169,2431
1.0,0.1,00,16.0,H-R,0.1243788512627149,6,1114,2431
1.0,0.1,00,16.0,F070W-F200W,0.27422148903143206,6,1164,2431
1.0,0.1,00,16.5,H-R,0.1251938186400956,6,1116,2436
1.0,0.1,00,16.5,F070W-F200W,0.27518567735198357,6,1160,2436
1.0,0.1,00,17.0,H-R,0.12527901255242838,6,1116,2435
1.0,0.1,00,17.0,F070W-F200W,0.2726565072285239,6,1150,2435
1.0,0.1,00,17.5,H-R,0.12542957260192303,6,1116,2431
1.0,0.1,00,17.5,F070W-F200W,0.27411297558413467,6,1148,2431
1.0,0.1,00,18.0,H-R,0.12632827475091188,6,1116,2433
1.0,0.1,00,18.0,F070W-F200W,0.27449043910768456,6,1139,2433
1.0,0.1,00,18.5,H-R,0.12647647613407598,6,1115,2433
1.0,0.1,00,18.5,F070W-F200W,0.2735738810921576,6,1128,2433
1.0,0.1,00,19.0,H-R,0.1263200248548899,6,1118,2434
1.0,0.1,00,19.0,F070W-F200W,0.272582621967769,6,1120,2434
1.0,0.1,00,19.5,H-R,0.12617544649014825,6,1117,2432
1.0,0.1,00,19.5,F070W-F200W,0.27113281322158195,6,1113,2432
1.0,0.1,00,20.0,H-R,0.1265482367559609,6,1118,2432
1.0,0.1,00,20.0,F070W-F200W,0.2721209365827069,6,1109,2432
1.0,0.3,00,1.0,H-R,0.08036185392069639,6,746,2429
1.0,0.3,00,1.0,F070W-F200W,0.20420607525952197,6,747,2429
1.0,0.3,00,1.5,H-R,0.08414999593187895,6,775,2433
1.0,0.3,00,1.5,F070W-F200W,0.2335797758284599,6,805,2433
1.0,0.3,00,2.0,H-R,0.08055869420671684,6,814,2437
1.0,0.3,00,2.0,F070W-F200W,0.21169694919679719,6,870,2437
1.0,0.3,00,2.5,H-R,0.08351488062610785,6,853,2436
1.0,0.3,00,2.5,F070W-F200W,0.20731291953666334,6,914,2436
1.0,0.3,00,3.0,H-R,0.08972022937678753,6,901,2441
1.0,0.3,00,3.0,F070W-F200W,0.22043947375788667,6,952,2441
1.0,0.3,00,3.5,H-R,0.09605237151743458,6,922,2439
1.0,0.3,00,3.5,F070W-F200W,0.23158271286955104,6,1019,2439
1.0,0.3,00,4.0,H-R,0.10430605096121083,6,954,2441
1.0,0.3,00,4.0,F070W-F200W,0.24517328654373247,6,1094,2441
1.0,0.3,00,4.5,H-R,0.10816971675122562,6,976,2438
1.0,0.3,00,4.5,F070W-F200W,0.2511262780653019,6,1129,2438
1.0,0.3,00,5.0,H-R,0.11068945519317121,6,1002,2440
1.0,0.3,00,5.0,F070W-F200W,0.26025731262201884,6,1177,2440
1.0,0.3,00,5.5,H-R,0.11230535414045618,6,1023,2436
1.0,0.3,00,5.5,F070W-F200W,0.2636380352756064,6,1205,2436
1.0,0.3,00,6.0,H-R,0.11336405320019577,6,1042,2438
1.0,0.3,00,6.0,F070W-F200W,0.27660469078465333,6,1229,2438
1.0,0.3,00,6.5,H-R,0.11527790810819445,6,1065,2437
1.0,0.3,00,6.5,F070W-F200W,0.28455600920204915,6,1243,2437
1.0,0.3,00,7.0,H-R,0.1147196616134067,6,1077,2437
1.0,0.3,00,7.0,F070W-F200W,0.29023416169207295,6,1256,2437
1.0,0.3,00,7.5,H-R,0.11529804089995556,6,1081,2438
1.0,0.3,00,7.5,F070W-F200W,0.294658121627668,6,1251,2438
1.0,0.3,00,8.0,H-R,0.11531129138420763,6,1093,2441
1.0,0.3,00,8.0,F070W-F200W,0.2962570066954833,6,1253,2441
1.0,0.3,00,8.5,H-R,0.11606725572462111,6,1099,2438
1.0,0.3,00,8.5,F070W-F200W,0.29796905495634246,6,1252,2438
1.0,0.3,00,9.0,H-R,0.11665896181638019,6,1101,2439
1.0,0.3,00,9.0,F070W-F200W,0.2975695851244682,6,1246,2439
1.0,0.3,00,9.5,H-R,0.11811583281226103,6,1103,2439
1.0,0.3,00,9.5,F070W-F200W,0.2971178462031876,6,1242,2439
1.0,0.3,00,10.0,H-R,0.11860389804666745,6,1106,2440
1.0,0.3,00,10.0,F070W-F200W,0.2948020803798232,6,1235,2440
1.0,0.3,00,10.5,H-R,0.11948569822411341,6,1108,2437
1.0,0.3,00,10.5,F070W-F200W,0.2947583392871748,6,1227,2437
1.0,0.3,00,11.0,H-R,0.11989144023707383,6,1108,2438
1.0,0.3,00,11.0,F070W-F200W,0.29453074010784547,6,1222,2438
1.0,0.3,00,11.5,H-R,0.12064446129203714,6,1109,2440
1.0,0.3,00,11.5,F070W-F200W,0.29157663359546654,6,1218,2440
1.0,0.3,00,12.0,H-R,0.12105183016987127,6,1111,2440
1.0,0.3,00,12.0,F070W-F200W,0.33331518108468333,6,1208,2440
1.0,0.3,00,12.5,H-R,0.1218804668074015,6,1111,2437
1.0,0.3,00,12.5,F070W-F200W,0.3749363284457597,6,1203,2437
1.0,0.3,00,13.0,H-R,0.12218547962967026,6,1110,2436
1.0,0.3,00,13.0,F070W-F200W,0.3721692544368101,6,1198,2436
1.0,0.3,00,13.5,H-R,0.12245337206435276,6,1110,2434
1.0,0.3,00,13.5,F070W-F200W,0.283363358651784,6,1191,2434
1.0,0.3,00,14.0,H-R,0.12276661087022378,6,1110,2433
1.0,0.3,00,14.0,F070W-F200W,0.27986755452158424,6,1180,2433
1.0,0.3,00,14.5,H-R,0.12298224010440788,6,1110,2432
1.0,0.3,00,14.5,F070W-F200W,0.2792213917953174,6,1179,2432
1.0,0.3,00,15.0,H-R,0.12334273033237353,6,1110,2432
1.0,0.3,00,15.0,F070W-F200W,0.2765232183963991,6,1165,2432
1.0,0.3,00,15.5,H-R,0.12357003608285007,6,1110,2435
1.0,0.3,00,15.5,F070W-F200W,0.3313453900776224,6,1162,2435
1.0,0.3,00,16.0,H-R,0.12392635786451574,6,1112,2436
1.0,0.3,00,16.0,F070W-F200W,0.2752105146107026,6,1157,2436
1.0,0.3,00,16.5,H-R,0.1247697578754372,6,1112,2435
1.0,0.3,00,16.5,F070W-F200W,0.2748762562643021,6,1148,2435
1.0,0.3,00,17.0,H-R,0.12484448254724345,6,1112,2436
1.0,0.3,00,17.0,F070W-F200W,0.27338230558550575,6,1141,2436
1.0,0.3,00,17.5,H-R,0.12533986400164043,6,1112,2436
1.0,0.3,00,17.5,F070W-F200W,0.27342673817612023,6,1137,2436
1.0,0.3,00,18.0,H-R,0.126286779007636,6,1112,2435
1.0,0.3,00,18.0,F070W-F200W,0.2743340599960833,6,1129,2435
1.0,0.3,00,18.5,H-R,0.1261064807915461,6,1112,2436
1.0,0.3,00,18.5,F070W-F200W,0.2731369232479537,6,1121,2436
1.0,0.3,00,19.0,H-R,0.1258579253338384,6,1114,2438
1.0,0.3,00,19.0,F070W-F200W,0.2714762618265336,6,1109,2438
1.0,0.3,00,19.5,H-R,0.12617243625384397,6,1114,2437
1.0,0.3,00,19.5,F070W-F200W,0.27083094539231506,6,1104,2437
1.0,0.3,00,20.0,H-R,0.12620953477784982,6,1115,2436
1.0,0.3,00,20.0,F070W-F200W,0.27157756628055935,6,1101,2436
1.0,1.0,00,1.0,H-R,0.0799803760634401,6,754,2442
1.0,1.0,00,1.0,F070W-F200W,0.2036040947510207,6,754,2442
1.0,1.0,00,1.5,H-R,0.07863544507975138,6,788,2456
1.0,1.0,00,1.5,F070W-F200W,0.21592770807833528,6,820,2456
1.0,1.0,00,2.0,H-R,0.07905575685611098,6,830,2455
1.0,1.0,00,2.0,F070W-F200W,0.2083314159554579,6,886,2455
1.0,1.0,00,2.5,H-R,0.08221093074381502,6,870,2460
1.0,1.0,00,2.5,F070W-F200W,0.20180916806958304,6,931,2460
1.0,1.0,00,3.0,H-R,0.08927694533506292,6,919,2458
1.0,1.0,00,3.0,F070W-F200W,0.22013888744783294,6,963,2458
1.0,1.0,00,3.5,H-R,0.09504635980538717,6,937,2459
1.0,1.0,00,3.5,F070W-F200W,0.23103954711381172,6,1035,2459
1.0,1.0,00,4.0,H-R,0.10338126807550559,6,966,2456
1.0,1.0,00,4.0,F070W-F200W,0.2451613048427387,6,1113,2456
1.0,1.0,00,4.5,H-R,0.10838525528464037,6,994,2456
1.0,1.0,00,4.5,F070W-F200W,0.253247322962365,6,1153,2456
1.0,1.0,00,5.0,H-R,0.11049301155285511,6,1017,2457
1.0,1.0,00,5.0,F070W-F200W,0.2579710889817613,6,1201,2457
1.0,1.0,00,5.5,H-R,0.11249838792728452,6,1037,2452
1.0,1.0,00,5.5,F070W-F200W,0.263273737801167,6,1228,2452
1.0,1.0,00,6.0,H-R,0.11369434094209445,6,1056,2454
1.0,1.0,00,6.0,F070W-F200W,0.27584952719642253,6,1247,2454
1.0,1.0,00,6.5,H-R,0.11548709481127632,6,1080,2453
1.0,1.0,00,6.5,F070W-F200W,0.28371113912287466,6,1258,2453
1.0,1.0,00,7.0,H-R,0.11507525966658828,6,1090,2454
1.0,1.0,00,7.0,F070W-F200W,0.28992156837040667,6,1268,2454
1.0,1.0,00,7.5,H-R,0.11543718165094606,6,1098,2452
1.0,1.0,00,7.5,F070W-F200W,0.29408133391101404,6,1267,2452
1.0,1.0,00,8.0,H-R,0.11505891877836895,6,1107,2455
1.0,1.0,00,8.0,F070W-F200W,0.29620702742461386,6,1267,2455
1.0,1.0,00,8.5,H-R,0.11586869967290232,6,1113,2452
1.0,1.0,00,8.5,F070W-F200W,0.29779832144979207,6,1265,2452
1.0,1.0,00,9.0,H-R,0.11650208889432796,6,1115,2454
1.0,1.0,00,9.0,F070W-F200W,0.2981628314341777,6,1261,2454
1.0,1.0,00,9.5,H-R,0.11805759113707039,6,1116,2452
1.0,1.0,00,9.5,F070W-F200W,0.2982063868594649,6,1255,2452
1.0,1.0,00,10.0,H-R,0.1185820513122811,6,1120,2454
1.0,1.0,00,10.0,F070W-F200W,0.2966247863514238,6,1250,2454
1.0,1.0,00,10.5,H-R,0.11942415765091895,6,1123,2454
1.0,1.0,00,10.5,F070W-F200W,0.2963841964338971,6,1242,2454
1.0,1.0,00,11.0,H-R,0.12025079793318261,6,1123,2457
1.0,1.0,00,11.0,F070W-F200W,0.29486182290186846,6,1238,2457
1.0,1.0,00,11.5,H-R,0.12104719286339027,6,1123,2455
1.0,1.0,00,11.5,F070W-F200W,0.29175614110847964,6,1230,2455
1.0,1.0,00,12.0,H-R,0.12131555217834851,6,1126,2454
1.0,1.0,00,12.0,F070W-F200W,0.3329869570170499,6,1224,2454
1.0,1.0,00,12.5,H-R,0.1219927188615817,6,1126,2454
1.0,1.0,00,12.5,F070W-F200W,0.378749194708508,6,1217,2454
1.0,1.0,00,13.0,H-R,0.12229771600998358,6,1126,2451
1.0,1.0,00,13.0,F070W-F200W,0.32777871595928804,6,1213,2451
1.0,1.0,00,13.5,H-R,0.12278016407370644,6,1125,2450
1.0,1.0,00,13.5,F070W-F200W,0.28267464026559946,6,1206,2450
1.0,1.0,00,14.0,H-R,0.12285084464327849,6,1125,2451
1.0,1.0,00,14.0,F070W-F200W,0.31972952869119187,6,1199,2451
1.0,1.0,00,14.5,H-R,0.12366403030810573,6,1124,2449
1.0,1.0,00,14.5,F070W-F200W,0.2791952026783712,6,1195,2449
1.0,1.0,00,15.0,H-R,0.1238111782710335,6,1124,2450
